Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
109,Bakuretsu Tenshi,6.81,"Adventure, Comedy, Mecha, Sci-Fi",Burst Angel,爆裂天使,TV,24,GDH,Funimation,Gonzo,Original,23 min. per ep.,PG-13,4381,1965,62106,257,23.0,"Apr 7, 2004","Sep 15, 2004",2004,Spring
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",Unknown,中華一番,TV,52,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13,1195,4086,15608,107,23.0,"Apr 27, 1997","Sep 13, 1998",1997,Spring
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",Corrector Yui,コレクター・ユイ,TV,52,NHK,VIZ Media,Nippon Animation,Original,25 min. per ep.,PG,4318,4519,12222,50,25.0,"Apr 9, 1999","Oct 20, 2000",1999,Spring
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",The Cosmopolitan Prayers,超変身コス∞プレイヤー,TV,8,m.o.e.,Unknown,Imagin,Original,14 min. per ep.,PG-13,10648,5542,7392,5,14.0,"Jan 12, 2004","Mar 1, 2004",2004,Winter
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",Stellvia,宇宙のステルヴィア,TV,26,Starchild Records,Discotek Media,Xebec,Original,23 min. per ep.,PG-13,1980,3577,20924,127,23.0,"Apr 3, 2003","Sep 25, 2003",2003,Spring
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",Cromartie High School,魁!! クロマティ高校,TV,26,TV Tokyo Music,ADV Films,Production I.G,Manga,12 min. per ep.,PG-13,631,1279,112001,1561,12.0,"Oct 3, 2003","Mar 26, 2004",2003,Fall
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",Unknown,異次元の世界エルハザード,TV,13,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13,4315,4961,9684,10,25.0,"Jan 8, 1998","Mar 26, 1998",1998,Winter
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,TV Tokyo,Nozomi Entertainment,AIC,Original,23 min. per ep.,PG-13,3735,4198,14603,35,23.0,"Oct 6, 1995","Mar 29, 1996",1995,Fall
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",Unknown,神秘の世界エルハザード,OVA,7,Pioneer LDC,Nozomi Entertainment,AIC,Original,34 min. per ep.,PG-13,2240,4129,15406,91,34.0,"May 26, 1995","Jan 25, 1996",Unknown,Unknown
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",Unknown,神秘の世界 エルハザード 第2期,OVA,4,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min. per ep.,PG-13,4239,5421,7745,5,30.0,"Mar 21, 1997","Oct 25, 1997",Unknown,Unknown
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",Unknown,φなる・あぷろーち,TV,13,Trinet Entertainment,Unknown,Zexcs,Visual novel,14 min. per ep.,PG-13,5567,2887,31774,48,14.0,"Oct 3, 2004","Dec 26, 2004",2004,Fall
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Fruits Basket,フルーツバスケット,TV,26,TV Tokyo,Funimation,Studio Deen,Manga,24 min. per ep.,PG-13,1058,314,420919,9504,24.0,"Jul 5, 2001","Dec 27, 2001",2001,Summer
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Fullmetal Alchemist,鋼の錬金術師,TV,51,Aniplex,Funimation,Bones,Manga,24 min. per ep.,PG-13,337,52,1151621,26564,24.0,"Oct 4, 2003","Oct 2, 2004",2003,Fall
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",Searching for the Full Moon,満月をさがして,TV,52,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13,585,1519,90884,1823,24.0,"Apr 6, 2002","Mar 29, 2003",2002,Spring
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",Mysterious Play,ふしぎ遊戯,TV,52,TV Tokyo,Media Blasters,Studio Pierrot,Manga,23 min. per ep.,PG-13,1172,1434,96861,2277,23.0,"Apr 6, 1995","Mar 28, 1996",1995,Spring
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",Mysterious Play:Eikoden,ふしぎ遊戯 -永光伝,OVA,4,Unknown,Media Blasters,Studio Pierrot,Manga,30 min. per ep.,PG-13,4189,4101,15576,69,30.0,"Dec 21, 2001","Jun 25, 2002",Unknown,Unknown
125,Futakoi,6.49,"Comedy, Romance, School",Twin Love,双恋,TV,13,Lantis,Unknown,Telecom Animation Film,Original,24 min. per ep.,PG-13,5946,2900,31358,22,24.0,"Oct 6, 2004","Dec 29, 2004",2004,Fall
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",Unknown,フタコイ オルタナティブ,TV,13,Lantis,Unknown,ufotable,Original,24 min. per ep.,PG-13,3968,3071,28297,71,24.0,"Apr 7, 2005","Jun 30, 2005",2005,Spring
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",Unknown,ゲートキーパーズ,TV,24,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min. per ep.,PG-13,3767,3717,19351,59,25.0,"Apr 3, 2000","Sep 18, 2000",2000,Spring
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",Unknown,ゲートキーパーズ21,OVA,6,Unknown,Geneon Entertainment USA,Gonzo,Game,30 min. per ep.,PG-13,4489,5026,9399,23,30.0,"Apr 24, 2002","Jan 8, 2003",Unknown,Unknown
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,幻想魔伝 最遊記,TV,50,TV Tokyo,ADV Films,Studio Pierrot,Manga,23 min. per ep.,R-17+,1315,2359,46228,833,23.0,"Apr 4, 2000","Mar 27, 2001",2000,Spring
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,最遊記RELOAD,TV,25,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13,1858,3071,28277,116,23.0,"Oct 2, 2003","Mar 25, 2004",2003,Fall
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Gunlock,最遊記RELOAD GUNLOCK,TV,26,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,24 min. per ep.,PG-13,1840,3724,19393,51,24.0,"Apr 2, 2004","Sep 24, 2004",2004,Spring
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,ゲットバッカーズ　奪還屋,TV,49,TBS,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13,1249,1339,105139,911,24.0,"Oct 5, 2002","Sep 20, 2003",2002,Fall
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,グリーングリーン,TV,12,Pony Canyon,Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+,7303,1333,106208,263,24.0,"Jul 12, 2003","Sep 27, 2003",2003,Summer
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,Marvelous,Funimation,Madhouse,Manga,24 min. per ep.,R-17+,1821,920,161010,1140,24.0,"Oct 9, 2003","Feb 19, 2004",2003,Fall
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,TV Tokyo,VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13,400,1287,111164,2186,23.0,"Oct 10, 2001","Mar 26, 2003",2001,Fall
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13,143,319,416227,9525,23.0,"Oct 16, 1999","Mar 31, 2001",1999,Fall
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",Unknown,HUNTER×HUNTER Original Video Animation,OVA,8,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13,205,1375,101579,408,24.0,"Jan 17, 2002","Apr 17, 2002",Unknown,Unknown
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,ハンターｘハンター:Greed Island,OVA,8,Unknown,Unknown,Nippon Animation,Manga,22 min. per ep.,PG-13,299,1244,116633,318,22.0,"Feb 5, 2003","Apr 16, 2003",Unknown,Unknown
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",Unknown,ハンター×ハンター　G・I　Final,OVA,14,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13,230,1288,111292,268,24.0,"Mar 3, 2004","Aug 18, 2004",Unknown,Unknown
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",Jinki:Extend,ジンキ・エクステンド,TV,12,TV Asahi,ADV Films,feel.,Manga,23 min. per ep.,R-17+,7618,4923,9900,10,23.0,"Jan 6, 2005","Mar 24, 2005",2005,Winter
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",Unknown,神風怪盗ジャンヌ,TV,44,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13,1746,2363,46140,499,24.0,"Feb 13, 1999","Jan 29, 2000",1999,Winter
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",Destiny of the Shrine Maiden,神無月の巫女,TV,12,Studio Fantasia,Sentai Filmworks,TNK,Manga,24 min. per ep.,PG-13,4169,2000,60077,767,24.0,"Oct 2, 2004","Dec 18, 2004",2004,Fall
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",Unknown,カノン,TV,13,Movic,Funimation,Toei Animation,Visual novel,24 min. per ep.,G,3174,2105,55784,248,24.0,"Jan 31, 2002","Mar 28, 2002",2002,Winter
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",His and Her Circumstances,彼氏彼女の事情,TV,26,TV Tokyo,Nozomi Entertainment,Gainax,Manga,24 min. per ep.,PG-13,1254,875,170539,2188,24.0,"Oct 2, 1998","Mar 26, 1999",1998,Fall
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",This Ugly Yet Beautiful World,この醜くも美しい世界,TV,12,Geneon Universal Entertainment,ADV Films,Gainax,Original,24 min. per ep.,R+,4625,2145,54222,178,24.0,"Apr 2, 2004","Jun 18, 2004",2004,Spring
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",Rumbling Hearts,君が望む永遠,TV,14,Lantis,Funimation,Studio Fantasia,Visual novel,23 min. per ep.,R+,2604,1187,123752,1072,23.0,"Oct 5, 2003","Jan 4, 2004",2003,Fall
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",Diamond Daydreams,北へ。 ～Diamond Dust Drops～,TV,12,Unknown,ADV Films,Studio Deen,Visual novel,24 min. per ep.,PG-13,5305,5411,7823,9,24.0,"Jan 20, 2004","Apr 5, 2004",2004,Winter
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,LOVELESS,TV,12,Bandai Visual,Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13,4203,1215,121063,1632,24.0,"Apr 7, 2005","Jun 30, 2005",2005,Spring
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,ブラッドプラス,TV,50,Aniplex,Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R-17+,1116,431,317767,4623,24.0,"Oct 8, 2005","Sep 23, 2006",2005,Fall
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",Unknown,Re:キューティーハニー,OVA,3,Toei Video,Unknown,Gainax,Manga,46 min. per ep.,R+,3130,3430,22697,133,46.0,"Jul 24, 2004","Sep 25, 2004",Unknown,Unknown
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",Unknown,ソルティレイ,TV,24,AIC,Funimation,Gonzo,Original,23 min. per ep.,R-17+,2447,3233,25666,124,23.0,"Oct 7, 2005","Mar 31, 2006",2005,Fall
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,十二国記,TV,45,Sogo Vision,Media Blasters,Studio Pierrot,Novel,25 min. per ep.,PG-13,464,1266,113627,2261,25.0,"Apr 9, 2002","Aug 30, 2003",2002,Spring
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,シャーマンキング,TV,64,TV Tokyo,4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13,853,477,294021,3672,23.0,"Jul 4, 2001","Sep 25, 2002",2001,Summer
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",X - The Movie,"エックス, X/1999",Movie,1,Kadokawa Shoten,Manga Entertainment,Madhouse,Manga,1 hr. 37 min.,R-17+,5420,2904,31227,128,97.0,"Aug 3, 1996",Unknown,Unknown,Unknown
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,X−エックス−,TV,24,Bandai Visual,Funimation,Madhouse,Manga,24 min. per ep.,R+,1804,1818,69684,796,24.0,"Oct 3, 2001","Mar 27, 2002",2001,Fall
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,Starchild Records,Funimation,Xebec,Manga,23 min. per ep.,PG-13,3708,1208,121120,601,23.0,"Jan 6, 2005","Jun 30, 2005",2005,Winter
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,Rondo Robe,Nozomi Entertainment,Studio Deen,Light novel,24 min. per ep.,PG-13,2178,2170,53511,663,24.0,"Jan 8, 2004","Apr 1, 2004",2004,Winter
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,忘却の旋律,TV,24,Kadokawa Shoten,Geneon Entertainment USA,Gainax,Manga,23 min. per ep.,PG-13,6657,3975,16632,43,23.0,"Apr 7, 2004","Sep 22, 2004",2004,Spring
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",今、そこにいる僕,TV,13,Victor Entertainment,Central Park Media,AIC,Original,25 min. per ep.,R-17+,1140,1309,108100,1018,25.0,"Oct 14, 1999","Jan 20, 2000",1999,Fall
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,PEACE MAKER 鐵,TV,24,GDH,ADV Films,Gonzo,Manga,24 min. per ep.,R-17+,2186,2251,50151,307,24.0,"Oct 8, 2003","Mar 24, 2004",2003,Fall
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,ぴたテン,TV,26,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G,3863,3626,20422,104,24.0,"Apr 7, 2002","Sep 29, 2002",2002,Spring
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",Unknown,パワーストーン,TV,26,Avex Entertainment,ADV Films,Studio Pierrot,Game,20 min. per ep.,PG,6015,5874,6378,20,20.0,"Apr 3, 1999","Sep 25, 1999",1999,Spring
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Princess Mononoke,もののけ姫,Movie,1,Tokuma Shoten,GKIDS,Studio Ghibli,Original,2 hr. 15 min.,PG-13,40,91,876813,17114,135.0,"Jul 12, 1997",Unknown,Unknown,Unknown
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,ラーゼフォン,TV,26,Asatsu DK,ADV Films,Bones,Original,23 min. per ep.,PG-13,1820,1395,100343,949,23.0,"Jan 21, 2002","Sep 11, 2002",2002,Winter
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,サムライセブン,TV,26,GDH,Funimation,Gonzo,Other,26 min. per ep.,PG-13,1646,1295,110124,744,26.0,"Jun 12, 2004","Dec 25, 2004",2004,Summer
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,スクラップド・プリンセス,TV,24,Kadokawa Shoten,Funimation,Bones,Light novel,23 min. per ep.,PG-13,1861,1637,81917,433,23.0,"Apr 8, 2003","Oct 7, 2003",2003,Spring
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,スクライド,TV,26,Yomiko Advertising,Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13,1969,1787,72311,673,24.0,"Jul 4, 2001","Dec 26, 2001",2001,Summer
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,真月譚 月姫,TV,12,TBS,Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,R-17+,3970,1086,135721,654,24.0,"Oct 10, 2003","Dec 26, 2003",2003,Fall
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,スラムダンク,TV,101,TV Asahi,Flatiron Film Company,Toei Animation,Manga,23 min. per ep.,PG-13,92,728,201203,5471,23.0,"Oct 16, 1993","Mar 23, 1996",1993,Fall
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",Unknown,ストレンジ・ドーン,TV,13,Unknown,Urban Vision,Hal Film Maker,Original,23 min. per ep.,PG,6634,7014,4112,7,23.0,"Jul 11, 2000","Sep 26, 2000",2000,Summer
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",Unknown,タクティクス,TV,25,Studio Izena,Manga Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13,2668,2670,36569,184,24.0,"Oct 6, 2004","Mar 30, 2005",2004,Fall
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,TV,24,TV Asahi,Discotek Media,Madhouse,Manga,23 min. per ep.,R-17+,3911,934,158482,647,23.0,"Apr 2, 2004","Sep 17, 2004",2004,Spring
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,TV Tokyo Music,Discotek Media,Studio Pierrot,Manga,25 min. per ep.,PG-13,5230,3254,25243,41,25.0,"Apr 2, 2002","Sep 24, 2002",2002,Spring
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",Unknown,とらいあんぐるハート -Sweet Songs Forever-,OVA,4,Discovery,Unknown,Seven Arcs,Visual novel,28 min. per ep.,PG-13,7381,5991,6030,6,28.0,"Jul 24, 2003","Dec 26, 2003",Unknown,Unknown
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,NHK,Funimation,Bee Train,Manga,25 min. per ep.,PG-13,1437,759,195978,2284,25.0,"Apr 9, 2005","Oct 15, 2005",2005,Spring
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,TV,26,WAO World,Discotek Media,Production Reed,Manga,24 min. per ep.,G,2871,3103,27718,141,24.0,"May 20, 2003","Nov 11, 2003",2003,Spring
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",Unknown,ウルトラマニアック,OVA,1,Unknown,Unknown,Production Reed,Unknown,21 min.,G,4978,6509,4941,4,21.0,"Aug 6, 2002",Unknown,Unknown,Unknown
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,GDH,Funimation,Gonzo,Original,22 min. per ep.,PG-13,2723,1771,73554,436,22.0,"Oct 3, 2000","Dec 19, 2000",2000,Fall
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Unknown,ヴァンドレッド the second stage,TV,13,GDH,Funimation,Gonzo,Original,22 min. per ep.,PG-13,1850,2326,47649,117,22.0,"Oct 5, 2001","Jan 18, 2002",2001,Fall
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,TV Tokyo,Funimation,Sunrise,Original,24 min. per ep.,PG-13,1037,1157,127239,2086,24.0,"Apr 2, 1996","Sep 24, 1996",1996,Spring
183,Whistle!,7.39,"School, Shounen, Sports",Unknown,ホイッスル！,TV,39,Marvelous,Unknown,Studio Comet,Manga,24 min. per ep.,G,1939,4545,12063,73,24.0,"May 6, 2002","Feb 3, 2003",2002,Spring
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",Unknown,ゼノサーガ THE ANIMATION,TV,12,Happinet Pictures,ADV Films,Toei Animation,Game,23 min. per ep.,PG-13,6577,3838,17824,46,23.0,"Jan 6, 2005","Mar 24, 2005",2005,Winter
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,頭文字〈イニシャル〉D,TV,26,OB Planning,Funimation,Gallop,Manga,25 min. per ep.,PG-13,231,638,229315,6949,25.0,"Apr 19, 1998","Dec 6, 1998",1998,Spring
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,TV,13,OB Planning,Funimation,Pastel,Manga,23 min. per ep.,PG-13,391,1095,134642,691,23.0,"Oct 15, 1999","Jan 21, 2000",1999,Fall
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Unknown,頭文字〈イニシャル〉D THIRD STAGE,Movie,1,OB Planning,Funimation,Studio Deen,Manga,1 hr. 45 min.,PG-13,689,1270,113842,469,105.0,"Jan 13, 2001",Unknown,Unknown,Unknown
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",Masquerade,御先祖賛江,OVA,4,AIC,Unknown,Unknown,Original,30 min. per ep.,Hentai,0,8469,2308,4,30.0,"Sep 25, 1998","Mar 25, 1999",Unknown,Unknown
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,Production I.G,Funimation,Xebec,Manga,23 min. per ep.,PG-13,3037,645,225891,1584,23.0,"Apr 19, 2000","Sep 27, 2000",2000,Spring
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,ラブ ひな Again,OVA,3,Starchild Records,Bandai Entertainment,Xebec,Manga,30 min. per ep.,PG-13,2581,1715,76962,95,30.0,"Jan 26, 2002","Mar 27, 2002",Unknown,Unknown
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Love Hina Christmas Movie,ラブひなクリスマススペシャル ～サイレント・イヴ～,Special,1,Yomiko Advertising,Bandai Entertainment,Xebec,Manga,46 min.,PG-13,2174,2177,53291,49,46.0,"Dec 25, 2000",Unknown,Unknown,Unknown
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Love Hina Spring Movie,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,Special,1,Yomiko Advertising,Bandai Entertainment,Xebec,Unknown,46 min.,PG-13,2731,2307,48221,23,46.0,"Apr 2, 2001",Unknown,Unknown,Unknown
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,Kadokawa Shoten,ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+,4444,1583,85634,259,24.0,"Oct 14, 2003","Apr 6, 2004",2003,Fall
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,マクロス ゼロ,OVA,5,Bandai Visual,Unknown,Satelight,Original,30 min. per ep.,R+,1438,2809,33232,125,30.0,"Dec 21, 2002","Oct 20, 2004",Unknown,Unknown
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,おねがい☆ティーチャー,TV,12,Bandai Visual,Nozomi Entertainment,Daume,Original,23 min. per ep.,PG-13,2877,1008,147889,926,23.0,"Jan 10, 2002","Mar 28, 2002",2002,Winter
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,おねがい☆ツインズ,TV,12,Bandai Visual,Nozomi Entertainment,Daume,Original,25 min. per ep.,PG-13,4123,1699,77733,192,25.0,"Jul 15, 2003","Oct 14, 2003",2003,Summer
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",Unknown,りぜるまいん,TV,24,m.o.e.,Unknown,Madhouse,Manga,15 min. per ep.,R+,5608,3495,21968,51,15.0,"Apr 3, 2002","Dec 22, 2002",2002,Spring
